x rho u p
4.300873907615e-01 1.591030284396e+03 1.819906939782e+00 7.628399967594e+02
4.313358302122e-01 1.575540301434e+03 1.827910240794e+00 7.524691968611e+02
4.325842696629e-01 1.560169377311e+03 1.835913547042e+00 7.422195465438e+02
4.338327091136e-01 1.544916590966e+03 1.843916858420e+00 7.320898769775e+02
4.350811485643e-01 1.529781068783e+03 1.851920174836e+00 7.220790297158e+02
4.363295880150e-01 1.514761996948e+03 1.859923496214e+00 7.121858563010e+02
4.375780274657e-01 1.499858632600e+03 1.867926822490e+00 7.024092177976e+02
4.388264669164e-01 1.485070313238e+03 1.875930153614e+00 6.927479842633e+02
4.400749063670e-01 1.470396463837e+03 1.883933489545e+00 6.832010341727e+02
4.413233458177e-01 1.455836601236e+03 1.891936830254e+00 6.737672538091e+02
4.425717852684e-01 1.441390335425e+03 1.899940175716e+00 6.644455366442e+02
4.438202247191e-01 1.427057367498e+03 1.907943525911e+00 6.552347827268e+02
4.450686641698e-01 1.412837484138e+03 1.915946880818e+00 6.461338981003e+02
4.463171036205e-01 1.398730548691e+03 1.923950240412e+00 6.371417942727e+02
4.475655430712e-01 1.384736488996e+03 1.931953604664e+00 6.282573877593e+02
4.488139825218e-01 1.370855282327e+03 1.939956973532e+00 6.194795997150e+02
4.500624219725e-01 1.357086937911e+03 1.947960346968e+00 6.108073556740e+02
4.513108614232e-01 1.343431477622e+03 1.955963724906e+00 6.022395854084e+02
4.525593008739e-01 1.329888915534e+03 1.963967107271e+00 5.937752229131e+02
4.538077403246e-01 1.316459237067e+03 1.971970493970e+00 5.854132065208e+02
4.550561797753e-01 1.303142378469e+03 1.979973884902e+00 5.771524791460e+02
4.563046192260e-01 1.289938207367e+03 1.987977279955e+00 5.689919886513e+02
4.575530586767e-01 1.276846505055e+03 1.995980679010e+00 5.609306883263e+02
4.588014981273e-01 1.263866951104e+03 2.003984081948e+00 5.529675374642e+02
4.600499375780e-01 1.250999110782e+03 2.011987488652e+00 5.451015020200e+02
4.612983770287e-01 1.238242425659e+03 2.019990899019e+00 5.373315553296e+02
4.625468164794e-01 1.225596207649e+03 2.027994312962e+00 5.296566788692e+02
4.637952559301e-01 1.213059636633e+03 2.035997730421e+00 5.220758630317e+02
4.650436953808e-01 1.200631761721e+03 2.044001151371e+00 5.145881078987e+02
4.662921348315e-01 1.188311506100e+03 2.052004575832e+00 5.071924239863e+02
4.675405742821e-01 1.176097675342e+03 2.060008003872e+00 4.998878329406e+02
4.687890137328e-01 1.163988968965e+03 2.068011435621e+00 4.926733681674e+02
4.700374531835e-01 1.151983994960e+03 2.076014871273e+00 4.855480753736e+02
4.712858926342e-01 1.140081286912e+03 2.084018311093e+00 4.785110130077e+02
4.725343320849e-01 1.128279323283e+03 2.092021755422e+00 4.715612525840e+02
4.737827715356e-01 1.116576548351e+03 2.100025204673e+00 4.646978788827e+02
4.750312109863e-01 1.104971394250e+03 2.108028659337e+00 4.579199900161e+02
4.762796504370e-01 1.093462303512e+03 2.116032119972e+00 4.512266973609e+02
4.775280898876e-01 1.082047751487e+03 2.124035587201e+00 4.446171253550e+02
4.787765293383e-01 1.070726268031e+03 2.132039061697e+00 4.380904111639e+02
4.800249687890e-01 1.059496457843e+03 2.140042544177e+00 4.316457042246e+02
4.812734082397e-01 1.048357018892e+03 2.148046035377e+00 4.252821656780e+02
4.825218476904e-01 1.037306758401e+03 2.156049536039e+00 4.189989677039e+02
4.837702871411e-01 1.026344605968e+03 2.164053046882e+00 4.127952927765e+02
4.850187265918e-01 1.015469623445e+03 2.172056568587e+00 4.066703328586e+02
4.862671660424e-01 1.004681011337e+03 2.180060101762e+00 4.006232885545e+02
4.875156054931e-01 9.939781115526e+02 2.188063646918e+00 3.946533682447e+02
4.887640449438e-01 9.833604064571e+02 2.196067204443e+00 3.887597872229e+02
4.900124843945e-01 9.728275142948e+02 2.204070774571e+00 3.829417668562e+02
4.912609238452e-01 9.623791811182e+02 2.212074357362e+00 3.771985337899e+02
4.925093632959e-01 9.520152694827e+02 2.220077952675e+00 3.715293192158e+02
4.937578027466e-01 9.417357442492e+02 2.228081560151e+00 3.659333582191e+02
4.950062421973e-01 9.315406559370e+02 2.236085179200e+00 3.604098892209e+02
4.962546816479e-01 9.214301221603e+02 2.244088808992e+00 3.549581535248e+02
4.975031210986e-01 9.114043077690e+02 2.252092448455e+00 3.495773949776e+02
4.987515605493e-01 9.014634043691e+02 2.260096096285e+00 3.442668597466e+02
5.000000000000e-01 8.916076099303e+02 2.268099750957e+00 3.390257962143e+02
5.012484394507e-01 8.818371091681e+02 2.276103410756e+00 3.338534549862e+02
5.024968789014e-01 8.721520553397e+02 2.284107073802e+00 3.287490890039e+02
5.037453183521e-01 8.625525539980e+02 2.292110738102e+00 3.237119537531e+02
5.049937578027e-01 8.530386491404e+02 2.300114401596e+00 3.187413075526e+02
5.062421972534e-01 8.436103120603e+02 2.308118062220e+00 3.138364119099e+02
5.074906367041e-01 8.342674330781e+02 2.316121717975e+00 3.089965319257e+02
5.087390761548e-01 8.250098162082e+02 2.324125366998e+00 3.042209367328e+02
5.099875156055e-01 8.158371766997e+02 2.332129007645e+00 2.995088999518e+02
5.112359550562e-01 8.067491412973e+02 2.340132638569e+00 2.948597001492e+02
5.124843945069e-01 7.977452509888e+02 2.348136258800e+00 2.902726212839e+02
5.137328339576e-01 7.888249659449e+02 2.356139867827e+00 2.857469531309e+02
5.149812734082e-01 7.799876723210e+02 2.364143465667e+00 2.812819916713e+02
5.162297128589e-01 7.712326905618e+02 2.372147052932e+00 2.768770394418e+02
5.174781523096e-01 7.625592848428e+02 2.380150630880e+00 2.725314058373e+02
5.187265917603e-01 7.539666732854e+02 2.388154201450e+00 2.682444073635e+02
5.199750312110e-01 7.454540385944e+02 2.396157767288e+00 2.640153678374e+02
5.212234706617e-01 7.370205387881e+02 2.404161331738e+00 2.598436185354e+02
5.224719101124e-01 7.286653177188e+02 2.412164898824e+00 2.557284982921e+02
5.237203495630e-01 7.203875151148e+02 2.420168473195e+00 2.516693535501e+02
5.249687890137e-01 7.121862759078e+02 2.428172060055e+00 2.476655383664e+02
5.262172284644e-01 7.040607586529e+02 2.436175665053e+00 2.437164143805e+02
5.274656679151e-01 6.960101428856e+02 2.444179294159e+00 2.398213507465e+02
5.287141073658e-01 6.880336353034e+02 2.452182953501e+00 2.359797240385e+02
5.299625468165e-01 6.801304747015e+02 2.460186649189e+00 2.321909181312e+02
5.312109862672e-01 6.722999356312e+02 2.468190387108e+00 2.284543240626e+02
5.324594257179e-01 6.645413307911e+02 2.476194172706e+00 2.247693398844e+02
5.337078651685e-01 6.568540121938e+02 2.484198010756e+00 2.211353705024e+02
5.349563046192e-01 6.492373711844e+02 2.492201905119e+00 2.175518275119e+02
5.362047440699e-01 6.416908374152e+02 2.500205858515e+00 2.140181290314e+02
5.374531835206e-01 6.342138769007e+02 2.508209872290e+00 2.105336995357e+02
5.387016229713e-01 6.268059892967e+02 2.516213946208e+00 2.070979696900e+02
5.399500624220e-01 6.194667045569e+02 2.524218078272e+00 2.037103761873e+02
5.411985018727e-01 6.121955791248e+02 2.532222264574e+00 2.003703615864e+02
5.424469413233e-01 6.049921918214e+02 2.540226499195e+00 1.970773741523e+02
5.436953807740e-01 5.978561395812e+02 2.548230774160e+00 1.938308676973e+02
5.449438202247e-01 5.907870331790e+02 2.556235079451e+00 1.906303014215e+02
5.461922596754e-01 5.837844930781e+02 2.564239403089e+00 1.874751397510e+02
5.474406991261e-01 5.768481455102e+02 2.572243731299e+00 1.843648521747e+02
5.486891385768e-01 5.699776188807e+02 2.580248048743e+00 1.812989130758e+02
5.499375780275e-01 5.631725405680e+02 2.588252338839e+00 1.782768015604e+02
5.511860174782e-01 5.564325341692e+02 2.596256584163e+00 1.752980012815e+02
5.524344569288e-01 5.497572172196e+02 2.604260766919e+00 1.723620002606e+02
5.536828963795e-01 5.431461993963e+02 2.612264869484e+00 1.694682907076e+02
5.549313358302e-01 5.365990811990e+02 2.620268875018e+00 1.666163688415e+02
5.561797752809e-01 5.301154530851e+02 2.628272768107e+00 1.638057347166e+02
5.574282147316e-01 5.236948950269e+02 2.636276535455e+00 1.610358920556e+02
5.586766541823e-01 5.173369764490e+02 2.644280166571e+00 1.583063480980e+02
5.599250936330e-01 5.110412564980e+02 2.652283654455e+00 1.556166134647e+02
5.611735330836e-01 5.048072845962e+02 2.660286996251e+00 1.529662020487e+02
5.624219725343e-01 4.986346012291e+02 2.668290193830e+00 1.503546309339e+02
5.636704119850e-01 4.925227389205e+02 2.676293254289e+00 1.477814203496e+02
5.649188514357e-01 4.864712233518e+02 2.684296190340e+00 1.452460936648e+02
5.661672908864e-01 4.804795745885e+02 2.692299020544e+00 1.427481774271e+02
5.674157303371e-01 4.745473083815e+02 2.700301769390e+00 1.402872014475e+02
5.686641697878e-01 4.686739375181e+02 2.708304467174e+00 1.378626989355e+02
5.699126092385e-01 4.628589732023e+02 2.716307149675e+00 1.354742066820e+02
5.711610486891e-01 4.571019264493e+02 2.724309857614e+00 1.331212652894e+02
5.724094881398e-01 4.514023094836e+02 2.732312635884e+00 1.308034194452e+02
5.736579275905e-01 4.457596371304e+02 2.740315532553e+00 1.285202182328e+02
5.749063670412e-01 4.401734281942e+02 2.748318597653e+00 1.262712154725e+02
5.761548064919e-01 4.346432068140e+02 2.756321881776e+00 1.240559700817e+02
5.774032459426e-01 4.291685037870e+02 2.764325434488e+00 1.218740464445e+02
5.786516853933e-01 4.237488578454e+02 2.772329302617e+00 1.197250147780e+02
5.799001248439e-01 4.183838168688e+02 2.780333528440e+00 1.176084514804e+02
5.811485642946e-01 4.130729390101e+02 2.788338147831e+00 1.155239394489e+02
5.823970037453e-01 4.078157937059e+02 2.796343188426e+00 1.134710683525e+02
5.836454431960e-01 4.026119625399e+02 2.804348667861e+00 1.114494348478e+02
5.848938826467e-01 3.974610399220e+02 2.812354592159e+00 1.094586427237e+02
5.861423220974e-01 3.923626335430e+02 2.820360954322e+00 1.074983029675e+02
5.873907615481e-01 3.873163645640e+02 2.828367733201e+00 1.055680337429e+02
5.886392009988e-01 3.823218674996e+02 2.836374892708e+00 1.036674602746e+02
5.898876404494e-01 3.773787897574e+02 2.844382381419e+00 1.017962146371e+02
5.911360799001e-01 3.724867908007e+02 2.852390132620e+00 9.995393544830e+01
5.923845193508e-01 3.676455409118e+02 2.860398064839e+00 9.814026747105e+01
5.936329588015e-01 3.628547195430e+02 2.868406082875e+00 9.635486112972e+01
5.948813982522e-01 3.581140132595e+02 2.876414079347e+00 9.459737195105e+01
5.961298377029e-01 3.534231132959e+02 2.884421936747e+00 9.286745994178e+01
5.973782771536e-01 3.487817127691e+02 2.892429529970e+00 9.116478891804e+01
5.986267166042e-01 3.441895036162e+02 2.900436729288e+00 8.948902580330e+01
5.998751560549e-01 3.396461733489e+02 2.908443403687e+00 8.783983991369e+01
6.011235955056e-01 3.351514017443e+02 2.916449424513e+00 8.621690225048e+01
6.023720349563e-01 3.307048576128e+02 2.924454669301e+00 8.461988482040e+01
6.036204744070e-01 3.263061958077e+02 2.932459025711e+00 8.304846000440e+01
6.048689138577e-01 3.219550546541e+02 2.940462395429e+00 8.150229999518e+01
6.061173533084e-01 3.176510539835e+02 2.948464697914e+00 7.998107632252e+01
6.073657927591e-01 3.133937939599e+02 2.956465873875e+00 7.848445948378e+01
6.086142322097e-01 3.091828548729e+02 2.964465888340e+00 7.701211869442e+01
6.098626716604e-01 3.050177980522e+02 2.972464733202e+00 7.556372177004e+01
6.111111111111e-01 3.008981680285e+02 2.980462429140e+00 7.413893514768e+01
6.123595505618e-01 2.968234960201e+02 2.988459026825e+00 7.273742404914e+01
6.136079900125e-01 2.927933047764e+02 2.996454607332e+00 7.135885278385e+01
6.148564294632e-01 2.888071147404e+02 3.004449281733e+00 7.000288518279e+01
6.161048689139e-01 2.848644514067e+02 3.012443189830e+00 6.866918514904e+01
6.173533083645e-01 2.809648536495e+02 3.020436498060e+00 6.735741730474e+01
6.186017478152e-01 2.771078826442e+02 3.028429396604e+00 6.606724770929e+01
6.198501872659e-01 2.732931308356e+02 3.036422095758e+00 6.479834462009e+01
6.210986267166e-01 2.695202301807e+02 3.044414821667e+00 6.355037926595e+01
6.223470661673e-01 2.657888586689e+02 3.052407811515e+00 6.232302660434e+01
6.235955056180e-01 2.620987439135e+02 3.060401308294e+00 6.111596603706e+01
6.248439450687e-01 2.584496624951e+02 3.068395555281e+00 5.992888206542e+01
6.260923845194e-01 2.548414337865e+02 3.076390790341e+00 5.876146487303e+01
6.273408239700e-01 2.512739072562e+02 3.084387240228e+00 5.761341083261e+01
6.285892634207e-01 2.477469427453e+02 3.092385115024e+00 5.648442294015e+01
6.298377028714e-01 2.442603839023e+02 3.100384602899e+00 5.537421118525e+01
6.310861423221e-01 2.408140257485e+02 3.108385865377e+00 5.428249286990e+01
6.323345817728e-01 2.374075781545e+02 3.116389033341e+00 5.320899288849e+01
6.335830212235e-01 2.340406278411e+02 3.124394203963e+00 5.215344397927e+01
6.348314606742e-01 2.307126024784e+02 3.132401438781e+00 5.111558695222e+01
6.360799001248e-01 2.274227416933e+02 3.140410763095e+00 5.009517088946e+01
6.373283395755e-01 2.241700813086e+02 3.148422166847e+00 4.909195330044e+01
6.385767790262e-01 2.209534586237e+02 3.156435607035e+00 4.810570018932e+01
6.398252184769e-01 2.177715473805e+02 3.164451011700e+00 4.713618596051e+01
6.410736579276e-01 2.146229303452e+02 3.172468285434e+00 4.618319305906e+01
6.423220973783e-01 2.115062141255e+02 3.180487316418e+00 4.524651122023e+01
6.435705368290e-01 2.084201840488e+02 3.188507984888e+00 4.432593618611e+01
6.448189762797e-01 2.053639865094e+02 3.196530172802e+00 4.342126775919e+01
6.460674157303e-01 2.023373135319e+02 3.204553774611e+00 4.253230715479e+01
6.473158551810e-01 1.993405518177e+02 3.212578709224e+00 4.165885377831e+01
6.485642946317e-01 1.963748477186e+02 3.220604932903e+00 4.080070170732e+01
6.498127340824e-01 1.934420371086e+02 3.228632452259e+00 3.995763627917e+01
6.510611735331e-01 1.905444192205e+02 3.236661337037e+00 3.912943133299e+01
6.523096129838e-01 1.876844197370e+02 3.244691732559e+00 3.831584772385e+01
6.535580524345e-01 1.848642331963e+02 3.252723870155e+00 3.751663350468e+01
6.548064918851e-01 1.820855153076e+02 3.260758073522e+00 3.673152579128e+01
6.560549313358e-01 1.793491695529e+02 3.268794761312e+00 3.596025407733e+01
6.573033707865e-01 1.766552598962e+02 3.276834444584e+00 3.520254457246e+01
6.585518102372e-01 1.740029902765e+02 3.284877716474e+00 3.445812503574e+01
6.598002496879e-01 1.713907173801e+02 3.292925234935e+00 3.372672978392e+01
6.610486891386e-01 1.688159992679e+02 3.300977698235e+00 3.300810477835e+01
6.622971285893e-01 1.662756875790e+02 3.309035812636e+00 3.230201265593e+01
6.635455680400e-01 1.637660791397e+02 3.317100253024e+00 3.160823741973e+01
6.647940074906e-01 1.612831427430e+02 3.325171617782e+00 3.092658841375e+01
6.660424469413e-01 1.588228257923e+02 3.333250379247e+00 3.025690320696e+01
6.672908863920e-01 1.563814255750e+02 3.341336830738e+00 2.959904908329e+01
6.685393258427e-01 1.539559858052e+02 3.349431030225e+00 2.895292297561e+01
6.697877652934e-01 1.515446596774e+02 3.357532739527e+00 2.831844995789e+01
6.710362047441e-01 1.491469726672e+02 3.365641357171e+00 2.769558084462e+01
6.722846441948e-01 1.467639283513e+02 3.373755840994e+00 2.708428985061e+01
6.735330836454e-01 1.443979219433e+02 3.381874611457e+00 2.648457344211e+01
6.747815230961e-01 1.420524512858e+02 3.389995424384e+00 2.589645165762e+01
6.760299625468e-01 1.397317384540e+02 3.398115201214e+00 2.531997332833e+01
6.772784019975e-01 1.374403960930e+02 3.406229797229e+00 2.475522632663e+01
6.785268414482e-01 1.351831830709e+02 3.414333691247e+00 2.420235326831e+01
6.797752808989e-01 1.329648629602e+02 3.422419594936e+00 2.366157238667e+01
6.810237203496e-01 1.307901622643e+02 3.430477993641e+00 2.313320196109e+01
6.822721598002e-01 1.286637924888e+02 3.438496642206e+00 2.261768396924e+01
6.835205992509e-01 1.265904827841e+02 3.446460081082e+00 2.211560077465e+01
6.847690387016e-01 1.245750054035e+02 3.454349334644e+00 2.162768042003e+01
6.860174781523e-01 1.226223315693e+02 3.462141986778e+00 2.115478588125e+01
6.872659176030e-01 1.207374537356e+02 3.469812709868e+00 2.069787652953e+01
6.885143570537e-01 1.189249097687e+02 3.477334346747e+00 2.025793118182e+01
6.897627965044e-01 1.171883098393e+02 3.484679716270e+00 1.983584205712e+01
6.910112359551e-01 1.155297758313e+02 3.491823964721e+00 1.943230419263e+01
6.922596754057e-01 1.139496523700e+02 3.498746012352e+00 1.904774752322e+01
6.935081148564e-01 1.124472026525e+02 3.505426524991e+00 1.868246820097e+01
6.947565543071e-01 1.110232741503e+02 3.511838625943e+00 1.833722377919e+01
6.960049937578e-01 1.096853477653e+02 3.517924987512e+00 1.801437873111e+01
6.972534332085e-01 1.084547269742e+02 3.523561516425e+00 1.771943308531e+01
6.985018726592e-01 1.073738908053e+02 3.528529427170e+00 1.746244495046e+01
6.997503121099e-01 1.065050449031e+02 3.532529787068e+00 1.725754615103e+01
7.009987515605e-01 1.059069428204e+02 3.535273948257e+00 1.711787608636e+01
7.022471910112e-01 1.055888941445e+02 3.536694483613e+00 1.704548495650e+01
7.034956304619e-01 1.054639612863e+02 3.537166708908e+00 1.702081945957e+01
7.047440699126e-01 1.054225664058e+02 3.537178173004e+00 1.701924197937e+01
7.059925093633e-01 1.054242274255e+02 3.536911099765e+00 1.703159185262e+01
7.072409488140e-01 1.054494224181e+02 3.536460937117e+00 1.705311563491e+01
7.084893882647e-01 1.054757752632e+02 3.535945541711e+00 1.707797624518e+01
7.097378277154e-01 1.054786868469e+02 3.535500963868e+00 1.709941486828e+01
7.109862671660e-01 1.054420416218e+02 3.535230977575e+00 1.711223936377e+01
7.122347066167e-01 1.053719696483e+02 3.535145285841e+00 1.711592907681e+01
7.134831460674e-01 1.052953938273e+02 3.535168554166e+00 1.711420825845e+01
7.147315855181e-01 1.052345469782e+02 3.535256359937e+00 1.710925725940e+01
7.159800249688e-01 1.052079316752e+02 3.535386822757e+00 1.710217695746e+01
7.172284644195e-01 1.052312386409e+02 3.535536584831e+00 1.709420926286e+01
7.184769038702e-01 1.053053268484e+02 3.535682019834e+00 1.708664139900e+01
7.197253433208e-01 1.054145927247e+02 3.535803334844e+00 1.708050167389e+01
7.209737827715e-01 1.055321060925e+02 3.535888790960e+00 1.707629112072e+01
7.222222222222e-01 1.056292873376e+02 3.535938470360e+00 1.707394664781e+01
7.234706616729e-01 1.056854412408e+02 3.535962633667e+00 1.707291506985e+01
7.247191011236e-01 1.056945315157e+02 3.535973158807e+00 1.707256182511e+01
7.259675405743e-01 1.056655983793e+02 3.535975069219e+00 1.707261484641e+01
7.272159800250e-01 1.056108369437e+02 3.535969150601e+00 1.707305042286e+01
7.284644194757e-01 1.055415718773e+02 3.535954317958e+00 1.707399306752e+01
7.297128589263e-01 1.054708272130e+02 3.535929731080e+00 1.707566049484e+01
7.309612983770e-01 1.054133456743e+02 3.535895540691e+00 1.707814803947e+01
7.322097378277e-01 1.053822056042e+02 3.535852795677e+00 1.708121501511e+01
7.334581772784e-01 1.053812471325e+02 3.535805925505e+00 1.708434400620e+01
7.347066167291e-01 1.053994064709e+02 3.535763332918e+00 1.708692263734e+01
7.359550561798e-01 1.054250623242e+02 3.535734793935e+00 1.708852163285e+01
7.372034956305e-01 1.054525289141e+02 3.535722854749e+00 1.708919124815e+01
7.384519350811e-01 1.054767578719e+02 3.535719021769e+00 1.708941473929e+01
7.397003745318e-01 1.054922719675e+02 3.535717881025e+00 1.708948282869e+01
7.409488139825e-01 1.054941655074e+02 3.535717781356e+00 1.708948555374e+01
7.421972534332e-01 1.054742486192e+02 3.535718025805e+00 1.708945946915e+01
7.434456928839e-01 1.054151612102e+02 3.535718227237e+00 1.708941973148e+01
7.446941323346e-01 1.053112832518e+02 3.535717834024e+00 1.708937651488e+01
7.459425717853e-01 1.051652558579e+02 3.535716317894e+00 1.708930893455e+01
7.471910112360e-01 1.049722856232e+02 3.535713500346e+00 1.708918819667e+01
7.484394506866e-01 1.047138104266e+02 3.535709688885e+00 1.708901843200e+01
7.496878901373e-01 1.043611920566e+02 3.535705589012e+00 1.708882221909e+01
7.509363295880e-01 1.038796918344e+02 3.535702031846e+00 1.708862807387e+01
7.521847690387e-01 1.032099637268e+02 3.535699703158e+00 1.708845236067e+01
7.534332084894e-01 1.021966002358e+02 3.535698163987e+00 1.708830015592e+01
7.546816479401e-01 1.004081240129e+02 3.535695743363e+00 1.708812242020e+01
7.559300873908e-01 9.658641600349e+01 3.535689522194e+00 1.708778670539e+01
7.571785268414e-01 8.807472205154e+01 3.535679054732e+00 1.708729176669e+01
7.584269662921e-01 7.389304768350e+01 3.535668013269e+00 1.708687474029e+01
7.596754057428e-01 5.593547513021e+01 3.535661382897e+00 1.708669776257e+01
7.609238451935e-01 3.767123347937e+01 3.535658987489e+00 1.708665866276e+01
7.621722846442e-01 2.264233917780e+01 3.535657704070e+00 1.708664678809e+01
7.634207240949e-01 1.302941305215e+01 3.535656873565e+00 1.708664094207e+01
7.646691635456e-01 8.512569423348e+00 3.535656351640e+00 1.708663809801e+01
7.659176029963e-01 6.582710123320e+00 3.535656368339e+00 1.708664052037e+01
7.671660424469e-01 5.596899691164e+00 3.535657076407e+00 1.708664913658e+01
7.684144818976e-01 5.056151872333e+00 3.535658468424e+00 1.708666314307e+01
7.696629213483e-01 4.758917214709e+00 3.535660401085e+00 1.708668107780e+01
7.709113607990e-01 4.607740041452e+00 3.535662645154e+00 1.708670072190e+01
7.721598002497e-01 4.538349799729e+00 3.535664931048e+00 1.708671966409e+01
7.734082397004e-01 4.507906672830e+00 3.535667066965e+00 1.708673626257e+01
7.746566791511e-01 4.495210441574e+00 3.535668995978e+00 1.708675027200e+01
7.759051186017e-01 4.490642862639e+00 3.535670760878e+00 1.708676239611e+01
7.771535580524e-01 4.489738320106e+00 3.535672423231e+00 1.708677339381e+01
7.784019975031e-01 4.490614726977e+00 3.535674007885e+00 1.708678357492e+01
7.796504369538e-01 4.492449484675e+00 3.535675501386e+00 1.708679285621e+01
7.808988764045e-01 4.494481139783e+00 3.535676878450e+00 1.708680105965e+01
7.821473158552e-01 4.495894219657e+00 3.535678122780e+00 1.708680812508e+01
7.833957553059e-01 4.496260314956e+00 3.535679231436e+00 1.708681416370e+01
7.846441947566e-01 4.495693916961e+00 3.535680209900e+00 1.708681941836e+01
7.858926342072e-01 4.494548192167e+00 3.535681065891e+00 1.708682416157e+01
7.871410736579e-01 4.493097678434e+00 3.535681804066e+00 1.708682854040e+01
7.883895131086e-01 4.491561124836e+00 3.535682420442e+00 1.708683244328e+01
7.896379525593e-01 4.490101930138e+00 3.535682896435e+00 1.708683548986e+01
7.908863920100e-01 4.488836107053e+00 3.535683194557e+00 1.708683713778e+01
7.921348314607e-01 4.487831645468e+00 3.535683255331e+00 1.708683674090e+01
7.933832709114e-01 4.487104182896e+00 3.535682960754e+00 1.708683309590e+01
7.946317103620e-01 4.486620603721e+00 3.535682192001e+00 1.708682487987e+01
7.958801498127e-01 4.486314653299e+00 3.535680983032e+00 1.708681228371e+01
7.971285892634e-01 4.486110840814e+00 3.535679469839e+00 1.708679664629e+01
7.983770287141e-01 4.485949143950e+00 3.535677826477e+00 1.708677977911e+01
7.996254681648e-01 4.485795789662e+00 3.535676204901e+00 1.708676332399e+01
8.008739076155e-01 4.485639291519e+00 3.535674696171e+00 1.708674831062e+01
8.021223470662e-01 4.485480941863e+00 3.535673325437e+00 1.708673503953e+01
8.033707865169e-01 4.485325520732e+00 3.535672073147e+00 1.708672330816e+01
8.046192259675e-01 4.485175615480e+00 3.535670906317e+00 1.708671276552e+01
8.058676654182e-01 4.485030179022e+00 3.535669802569e+00 1.708670313859e+01
8.071161048689e-01 4.484885926404e+00 3.535668757211e+00 1.708669425073e+01
8.083645443196e-01 4.484739562172e+00 3.535667775013e+00 1.708668596710e+01
8.096129837703e-01 4.484589376654e+00 3.535666858487e+00 1.708667822713e+01
8.108614232210e-01 4.484435724738e+00 3.535666006770e+00 1.708667115567e+01
8.121098626717e-01 4.484280656457e+00 3.535665228666e+00 1.708666511211e+01
8.133583021223e-01 4.484127225069e+00 3.535664556978e+00 1.708666061056e+01
8.146067415730e-01 4.483978840851e+00 3.535664047779e+00 1.708665821394e+01
8.158551810237e-01 4.483838744697e+00 3.535663768025e+00 1.708665855050e+01
8.171036204744e-01 4.483709531892e+00 3.535663810609e+00 1.708666261473e+01
8.183520599251e-01 4.483592818900e+00 3.535664420762e+00 1.708667295756e+01
8.196004993758e-01 4.483488618158e+00 3.535665910641e+00 1.708669257532e+01
8.208489388265e-01 4.483394794184e+00 3.535668377138e+00 1.708672207594e+01
8.220973782772e-01 4.483307760403e+00 3.535671727054e+00 1.708676038322e+01
8.233458177278e-01 4.483223710889e+00 3.535675739906e+00 1.708680563997e+01
8.245942571785e-01 4.483139916052e+00 3.535680146542e+00 1.708685566093e+01
8.258426966292e-01 4.483055658504e+00 3.535684709898e+00 1.708690819230e+01
8.270911360799e-01 4.482972509106e+00 3.535689268143e+00 1.708696134149e+01
8.283395755306e-01 4.482893840938e+00 3.535693729310e+00 1.708701408142e+01
8.295880149813e-01 4.482823718053e+00 3.535698054427e+00 1.708706629770e+01
8.308364544320e-01 4.482765558719e+00 3.535702258583e+00 1.708711817297e+01
8.320848938826e-01 4.482721122436e+00 3.535706403325e+00 1.708716951073e+01
8.333333333333e-01 4.482690218113e+00 3.535710540762e+00 1.708721976987e+01
8.345817727840e-01 4.482671101833e+00 3.535714640242e+00 1.708726867904e+01
8.358302122347e-01 4.482661169201e+00 3.535718585790e+00 1.708731646560e+01
8.370786516854e-01 4.482657580770e+00 3.535722266768e+00 1.708736326078e+01
8.383270911361e-01 4.482657760716e+00 3.535725659277e+00 1.708740853496e+01
8.395755305868e-01 4.482659808427e+00 3.535728793952e+00 1.708745154274e+01
8.408239700375e-01 4.482662690576e+00 3.535731658889e+00 1.708749229027e+01
8.420724094881e-01 4.482666049360e+00 3.535734190359e+00 1.708753152174e+01
8.433208489388e-01 4.482669730182e+00 3.535736385054e+00 1.708756945296e+01
8.445692883895e-01 4.482673442524e+00 3.535738370907e+00 1.708760497690e+01
8.458177278402e-01 4.482676866880e+00 3.535740289062e+00 1.708763686167e+01
8.470661672909e-01 4.482679953896e+00 3.535742108854e+00 1.708766566314e+01
8.483146067416e-01 4.482682864422e+00 3.535743643825e+00 1.708769357055e+01
8.495630461923e-01 4.482685482243e+00 3.535744794042e+00 1.708772189981e+01
8.508114856429e-01 4.482687138700e+00 3.535745694900e+00 1.708774953835e+01
8.520599250936e-01 4.482687092481e+00 3.535746519306e+00 1.708777500285e+01
8.533083645443e-01 4.482685244439e+00 3.535747205454e+00 1.708779927336e+01
8.545568039950e-01 4.482682179188e+00 3.535747538077e+00 1.708782492053e+01
8.558052434457e-01 4.482678538661e+00 3.535747524933e+00 1.708785221811e+01
8.570536828964e-01 4.482674650744e+00 3.535747539810e+00 1.708787773053e+01
8.583021223471e-01 4.482671052853e+00 3.535747885909e+00 1.708789873266e+01
8.595505617978e-01 4.482668953572e+00 3.535748357574e+00 1.708791757495e+01
8.607990012484e-01 4.482669637862e+00 3.535748447283e+00 1.708793965038e+01
8.620474406991e-01 4.482673292808e+00 3.535747967603e+00 1.708796691339e+01
8.632958801498e-01 4.482678456656e+00 3.535747419317e+00 1.708799362486e+01
8.645443196005e-01 4.482683946550e+00 3.535747197141e+00 1.708801505114e+01
